id,project_id,branch_id,global_asset_id,source_version,name,asset_type,description,image_prompt,image_key_url,visual_style_capsule_id,locked,created_at,updated_at,last_synced_at,overridden_fields
a526885f-864c-4750-8aab-7333a419fa41,18984948-7a45-4188-b1d8-5b96ddde58cf,8429f61d-dc31-44ef-ae95-faf999840537,74401e29-a537-4623-99b0-f2ea2eedfb9d,1,Gulag yard,location,"Soviet forced labor camp in the harsh, sizzling, hot, and humid summer, with barbed Wire & Towers, in the far background, the hastily built, overcrowded wooden huts (izbas) or tents in near background, with the surroundings of a desolate area in the very south and east area of the USSR. Very Industrial",,,f69802b7-6627-491b-ba77-cf707e154ea2,false,2026-01-21 15:19:43.753076+00,2026-01-21 15:21:17.498263+00,,"[""description""]"
